_id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,tenancy_status__c,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
8004J000001IzsQQAS,222521051005,0054J000004vV5hQAE,0014J00000W4wgFQAR,012Pv0000021hzSIAQ,a1G4J0000025y5sUAA,Draft,Draft,,,AST,AST,,,4.0,0,2 at 4 to expire at 6,,,,,,0064J00000FWDb8QAH,222521051005
8004J000000Bea0QAC,418574021001,0054J000004vXOnQAM,0014J00000VvUNzQAN,012Pv0000021hzSIAQ,a1G4J0000025zpmUAA,Draft,Ended,2021-06-16,2023-06-15,AST,AST,,,3.0,2001.92,2 at 10 to expire at 12,,,,,,0064J00000DtUICQA3,418574021001
8004J000000Bd5BQAS,222601024004,0054J000004vXOaQAM,0014J00000WpgNZQAZ,012Pv0000021hzSIAQ,a1G4J0000025xygUAA,Draft,Ended,2021-05-07,2022-05-06,AST,AST,,,4.0,1165,2 at 4 to expire at 6,,"The landlord agrees that the tenant can pay quarterly. £3,495.00 is to be paid as part of the Initial Statement of Monies, in addition to the deposit of £1,165.00. Instalments of £3,495.00 are to be paid as follows: the first one prior to the 7th August 2021, the second one prior to the 7th November 2021 and the final one prior to the 7th February 2022. This overrides your payment schedule detailed on the final pages of this agreement.",,,,0064J00000DJ49UQAT,222601024004
8004J000000Bd5aQAC,222521048004,0054J000005l5ISQAY,0014J00000Wh2Q6QAJ,012Pv0000021hzSIAQ,a1G4J0000025y6lUAA,Draft,Ended,2021-04-24,2021-10-23,AST,AST,,,4.0,955,No Break,,The landlord agrees that the tenant shall have a £500.00 rent incentive  which will be taken off the 1st Month rent. The landlord also agrees that the tenant shall have 6 months parking free - bay 32East Quarter.,,,,0064J00000DJ1m7QAD,222521048004
8004J000000BdBJQA0,222659047001,0054J000004vXOlQAM,0014J00000WpyEMQAZ,012Pv0000021hzSIAQ,a1G4J0000025yJrUAI,Draft,Ended,2021-05-26,2023-05-25,AST,AST,,,3.5,990,2 at 4 to expire at 6,,,,,,0064J00000DJ8FWQA1,222659047001
8004J000000BdBYQA0,222580107002,0054J000004vXOlQAM,0014J00000W4CJcQAN,012Pv0000021hzSIAQ,a1G4J0000025xmTUAQ,Draft,Ended,2021-06-01,2024-05-31,AST,AST,,,3.0,1180,Halfway on an 36,,,,,,0064J00000DHFp1QAH,222580107002
8004J000001Iy7nQAC,222630193001,0054J000004vXOnQAM,0014J00000VvUqZQAV,012Pv0000021hzSIAQ,a1G4J0000025zKrUAI,Draft,Ended,2021-08-10,2022-08-09,AST,AST,,,4.0,675,2 at 4 to expire at 6,,,,,,0064J00000FU5kHQAT,222630193001
8004J000001Iy8qQAC,122586027004,0054J000004vXP2QAM,0014J00000VvRMVQA3,012Pv0000021hzSIAQ,a1G4J0000025x08UAA,Draft,Ended,2021-08-03,2022-08-02,AST,AST,,,3.0,765,2 at 4 to expire at 6,,,,,,0064J00000FTj7vQAD,122586027004
8004J000001Iy95QAC,127057031001,0054J000004vXOiQAM,0014J00000VvTC0QAN,012Pv0000021hzSIAQ,a1G4J0000025x4iUAA,Activated,Activated,2021-07-23,2023-07-22,AST,AST,,,3.0,0,2 at 10 to expire at 12,,,,,,0064J00000EmLfCQAV,127057031001
8004J000001IyBfQAK,418578001003,0054J000005l5ISQAY,0014J00000ZRsCfQAL,012Pv0000021hzSIAQ,a1G4J0000025zyEUAQ,Draft,Draft,2021-07-01,2022-06-30,Live Work,Statutory Declaration,,,4.0,1733.33,No Break,,The landlord agrees to a 3 week rent free period. This equates to a credit of £1199.97.,,,,0064J00000FU559QAD,418578001003
8004J000001IyWnQAK,418578040002,0054J000004vV5hQAE,0014J00000VvV92QAF,012Pv0000021hzSIAQ,a1G4J0000025zg0UAA,Draft,Draft,2021-07-10,2022-07-09,Live Work,Live Work Agreement;Statutory Declaration,,,4.0,3250.38,2 at 4 to expire at 6,,,,,,0064J00000Eln7pQAB,418578040002
8004J000001IycMQAS,418578040002,0054J000004vV5hQAE,0014J00000VvV92QAF,012Pv0000021hzSIAQ,a1G4J0000025zg0UAA,Draft,Draft,2021-07-10,2022-07-09,Live Work,Live Work Agreement,,,4.0,3250.38,Live Work,,,,,,0064J00000Eln7pQAB,418578040002
8004J000001IycWQAS,418578040002,0054J000004vV5hQAE,0014J00000VvV92QAF,012Pv0000021hzSIAQ,a1G4J0000025zg0UAA,Draft,Ended,2021-07-10,2022-07-09,Live Work,Live Work Agreement,,,4.0,3250.38,Live Work,,,,,,0064J00000Eln7pQAB,418578040002
8004J000000BdDoQAK,418578039002,0054J000004vXOaQAM,0014J00000Wfq2GQAR,012Pv0000021hzSIAQ,a1G4J0000025zvNUAQ,Draft,Ended,2021-04-26,2022-04-25,Live Work,Live Work Agreement,,,4.0,2426.66,No Break,,"Rent in Advance
The landlord agrees that the tenant will have 6 weeks rent free at the beginning of the tenancy. £2,831.10 will be deducted from the initial monies owed and £528.90 will be deducted from the rent due on the 1st June, meaning the rent for this period will be £1,897.76, then £2,426.66 on the first of each month for the remainder of the tenancy.


Smoking
You, your family, guests and visitors must not smoke any substance or use electronic cigarettes inside or in the vicinity of the premises or the building, including on any balcony or in any communal spaces and in the event that damage is caused to the premises or the building as a result of a breach of this clause of the agreement, you agree to pay the costs incurred by us, in repairing that damage or redecorating the premises or building or have a sum equal to those costs deducted from the deposit.",,,,0064J00000DInsWQAT,418578039002
8004J000000BdEIQA0,222487021004,0054J000004vXP2QAM,0014J00000VvT0tQAF,012Pv0000021hzSIAQ,a1G4J0000025xsOUAQ,Draft,Ended,2021-05-01,2021-10-31,AST,AST,,,3.0,595,2 at 4 to expire at 6,,,,,,0064J00000Ds2dwQAB,222487021004
8004J000000BdOmQAK,317678019004,0054J000004vXPGQA2,0014J00000Wf8BDQAZ,012Pv0000021hzSIAQ,a1G4J0000025yk8UAA,Draft,Ended,2021-05-20,2022-05-19,AST,AST,,,4.0,1907,2 at 4 to expire at 6,,The Landlord agrees to a 4 week free Rent Incentive @ £1760.00 which has ben deducted from the Initial Statement of Monies.,,,,0064J00000DISChQAP,317678019004
8004J000001IyzpQAC,108902001004,0054J000004vV5hQAE,0014J00000VvO6IQAV,012Pv0000021hzSIAQ,a1G4J0000025uypUAA,Draft,Draft,2020-10-01,2021-09-30,AST,AST,,,6.0,575,2 at 4 to expire at 6,,,,,,0064J00000FVJddQAH,108902001004
8004J000001IzAiQAK,222643097001,0054J000004vXOqQAM,0014J00000Zt0ulQAB,012Pv0000021hzSIAQ,a1G4J0000025yPEUAY,Draft,Ended,2021-08-06,2023-08-05,AST,AST,,,3.5,2180,Halfway on an 24,,,,,,0064J00000FUYDuQAP,222643097001
8004J000001IzCPQA0,418597003002,0054J000004vXOiQAM,0014J00000VvURWQA3,012Pv0000021hzSIAQ,a1G4J0000025zZuUAI,Draft,Ended,2021-08-15,2022-08-14,AST,AST,,,2.5,1500,2 at 4 to expire at 6,,,,,,0064J00000FV7ozQAD,418597003002
8004J000001IzPJQA0,222624049002,0054J000004vXOnQAM,0014J00000VvTCUQA3,012Pv0000021hzSIAQ,a1G4J0000025yQqUAI,Draft,Ended,2021-09-24,2022-09-23,AST,AST,,,4.0,1210,2 at 4 to expire at 6,,,,,,0064J00000FVqoBQAT,222624049002
8004J000001IzPnQAK,222521021005,0054J000004vXOqQAM,0014J00000Zw0cZQAR,012Pv0000021hzSIAQ,a1G4J0000025xqpUAA,Draft,Ended,2021-08-05,2022-08-04,AST,AST,,,4.0,715,No Break,,,,,,0064J00000FVJDzQAP,222521021005
8004J000001IzX3QAK,418576016002,0054J000004vXOaQAM,0014J00000avDxeQAE,012Pv0000021hzSIAQ,a1G4J0000025zvDUAQ,Draft,Draft,2021-08-19,2022-08-18,Live Work,Statutory Declaration,,,4.0,1516.66,No Break,,,,,,0064J00000FW1iEQAT,418576016002
8004J000001IzagQAC,418645097003,0054J000005l5ISQAY,0014J00000ZvN4qQAF,012Pv0000021hzSIAQ,a1G4J000002609JUAQ,Draft,Ended,2021-07-23,2022-07-22,AST,AST,,,4.0,1620,No Break,,,,,,0064J00000FV7dwQAD,418645097003
8004J000000BdQdQAK,317585021003,0054J000004vXPGQA2,0014J00000XJJNQQA5,012Pv0000021hzSIAQ,a1G4J000002634bUAA,Draft,Ended,2021-05-20,2022-05-19,AST,AST,,,4.0,1863.33,2 at 4 to expire at 6,,pet clause,,,,0064J00000DroRWQAZ,317585021003
8004J000001IziGQAS,418576109001,0054J000004vXP2QAM,0014J00000VvUpXQAV,012Pv0000021hzSIAQ,a1G4J0000025yBLUAY,Draft,Draft,2021-09-28,2022-09-27,Live Work,Live Work Agreement;Simple Declaration,,,2.5,2613.45,2 at 4 to expire at 6,,,,,,0064J00000FW0Q9QAL,418576109001
8004J000001IzkDQAS,418578062001,0054J000004vXOiQAM,0014J00000VvVEmQAN,012Pv0000021hzSIAQ,a1G4J000002602cUAA,Draft,Draft,2021-08-10,2022-08-09,Live Work,Live Work Agreement;Statutory Declaration,,,2.5,3399.99,2 at 4 to expire at 6,,"Tenant Break Clause 

Tenant Break Clause 

The Landlord agrees that the Tenant has the right to terminate the Tenancy after the first FOUR (4) months by giving the Landlord not less than TWO (2) months PRIOR notice in writing. For the avoidance of doubt between the parties it is agreed that the notice period cannot expire any earlier than 6 months from the start date of the Lease as detailed in Clause 1.3 of Core Terms",,,,0064J00000FTsErQAL,418578062001
8004J000000Bdm5QAC,217371053003,0054J000004vXOnQAM,0014J00000VvTkUQAV,012Pv0000021hzSIAQ,a1G4J0000025yIGUAY,Draft,Ended,2021-06-07,2022-06-06,AST,AST,,,4.0,755,2 at 4 to expire at 6,,,,,,0064J00000DsPQYQA3,217371053003
8004J000001IzszQAC,122587018004,0054J000005l5ISQAY,0014J00000aun73QAA,012Pv0000021hzSIAQ,a1G4J0000025x2TUAQ,Draft,Draft,2021-08-26,2022-08-25,AST,AST,,,4.0,810,No Break,,"The landlord agrees to a rent reduction of 1 months rent, to be split across the 12 month tenancy as follows:- 26-31 Aug 2021 and apportioned reduction of £13.00. Sept 2021-July 2022 a reduction of £67.50 per month, and 1-25 Aug 2022 an apportioned reduction of £54.50.",,,,0064J00000FVpwYQAT,122587018004
8004J000000BdnIQAS,222583034003,0054J000004vXOlQAM,0014J00000WecrTQAR,012Pv0000021hzSIAQ,a1G4J0000025ySoUAI,Draft,Ended,2021-05-10,2022-05-09,Licence,Parking Licence,,,6.0,0,2 at 4 to expire at 6,,,,,,0064J00000DtZm6QAF,222583034003
8004J000001J03TQAS,127057098001,0054J000005l5ISQAY,0014J00000YyLx7QAF,012Pv0000021hzSIAQ,a1G4J0000025wvQUAQ,Draft,Draft,2021-08-02,2022-08-01,AST,AST,,,6.0,815,No Break,,The landlord agrees to a rent reduction of 1 months rent to be split across the 12 month tenancy. This will be applied as follows:- 2-31 August 2021 a reduction of £65.70. Sept 2021-July 2022 inclusive and reduction of £67.92. Finanly for the 1st August 2022 a rent reduction of £2.22.,,,,0064J00000EnXILQA3,127057098001
8004J000000Bdo6QAC,222578094001,0054J000004vXOiQAM,0014J00000VvThkQAF,012Pv0000021hzSIAQ,a1G4J0000025yw4UAA,Draft,Ended,2021-05-10,2021-11-09,AST,AST,,,3.0,800,2 at 4 to expire at 6,,,,,,0064J00000Dta58QAB,222578094001
8004J000000BdoGQAS,418576063003,0054J000004vXOqQAM,0014J00000XJbFwQAL,012Pv0000021hzSIAQ,a1G4J0000025z2sUAA,Draft,Ended,2021-05-20,2022-05-19,Live Work,Live Work Agreement,,,4.0,2080,No Break,Water re-charge Clause,,,,,0064J00000DrvGPQAZ,418576063003
8004J000000BdpTQAS,418614002003,0054J000004vXOnQAM,0014J00000VvUekQAF,012Pv0000021hzSIAQ,a1G4J0000025zpNUAQ,Draft,Ended,2021-06-10,2022-06-09,AST,AST,,,4.0,1176.92,2 at 4 to expire at 6,,,,,,0064J00000DsQuCQAV,418614002003
8004J000000BdpdQAC,222659054001,0054J000004vXOlQAM,0014J00000WqKIkQAN,012Pv0000021hzSIAQ,a1G4J0000025yWgUAI,Draft,Ended,2021-07-01,2022-06-30,AST,AST,,,3.5,1155,2 at 4 to expire at 6,,,,,,0064J00000DJFAoQAP,222659054001
8004J000000BdqMQAS,222488068006,0054J000004vXPGQA2,0014J00000WtUikQAF,012Pv0000021hzSIAQ,a1G4J0000025xqtUAA,Draft,Ended,2021-05-26,2022-05-25,AST,AST,,,4.0,665,No Break,,,,,,0064J00000DrX5gQAF,222488068006
8004J000000BdrZQAS,122619001004,0054J000004vXOnQAM,0014J00000VvRPyQAN,012Pv0000021hzSIAQ,a1G4J0000025x1rUAA,Draft,Ended,2021-06-29,2022-06-28,AST,AST,,,4.0,1175,2 at 4 to expire at 6,,,,,,0064J00000DtaguQAB,122619001004
8004J000001J06DQAS,222520013004,0054J000005l5ISQAY,0014J00000aupLWQAY,012Pv0000021hzSIAQ,a1G4J0000025yDNUAY,Draft,Draft,2021-09-21,2022-09-20,AST,AST,,,4.0,900,No Break,,The landlord agrees the tenants shall have a 1 Months Rent free period over the 12 months tenancy term equating to £75.00 incentive per month.,,,,0064J00000FVqOhQAL,222520013004
8004J000001J0BwQAK,127635001001,0054J000004vXPBQA2,0014J00000axa1zQAA,012Pv0000021hzSIAQ,a1G4J000004PteNUAS,Draft,Draft,2021-07-08,2026-07-07,AST (Affordable),,,,4.0,0,No Break,,,,,,0064J00000FWk29QAD,127635001001
8004J000001J0DEQA0,418578077003,0054J000005l5ISQAY,0014J00000axBMmQAM,012Pv0000021hzSIAQ,a1G4J000002606nUAA,Draft,Draft,2021-07-30,2022-07-29,Live Work,Live Work Agreement,,,4.0,3050,2 at 4 to expire at 6,,"Parking space if available otherwise to be added to the waiting list.
Professional clean.",,,,0064J00000FWbWpQAL,418578077003
8004J000001J0FeQAK,418578077003,0054J000005l5ISQAY,0014J00000axBMmQAM,012Pv0000021hzSIAQ,a1G4J000002606nUAA,Draft,Draft,2021-07-30,2022-07-29,Live Work,Live Work Agreement,,,4.0,3050,2 at 4 to expire at 6,,"Parking space if available otherwise to be added to the waiting list.

11.2 Tenant Break Clause

The Landlord agrees that the Tenant has the right to terminate the Tenancy after the first SIX (6) months by giving the Landlord not less than TWO (2) months PRIOR notice in writing. For the avoidance of doubt between the parties it is agreed that the notice period cannot expire any earlier than 6 months from the start date of the Lease as detailed in Clause 1.3 of Core Terms.",,,,0064J00000FWbWpQAL,418578077003
8004J000000BdrtQAC,317677006003,0054J000004vXPGQA2,0014J00000XLkQOQA1,012Pv0000021hzSIAQ,a1G4J0000025yh8UAA,Draft,Ended,2021-05-08,2022-05-07,AST,AST,,,4.0,2513.33,No Break,,,,,,0064J00000DseXyQAJ,317677006003
8004J000001J0HLQA0,222630152002,0054J000004vXP2QAM,0014J00000VvUqOQAV,012Pv0000021hzSIAQ,a1G4J0000025zSeUAI,Draft,Draft,2021-08-15,2022-08-14,AST,AST,,,3.0,995,2 at 4 to expire at 6,,,,,,0064J00000FV0LMQA1,222630152002
8004J000000BduTQAS,122586024005,0054J000004vXOiQAM,0014J00000VvRGMQA3,012Pv0000021hzSIAQ,a1G4J0000025x2AUAQ,Draft,Ended,2021-06-20,2022-06-19,AST,AST,,,3.0,765,2 at 4 to expire at 6,,,,,,0064J00000DthR9QAJ,122586024005
8004J000000BdvgQAC,122486012002,0054J000004vXOnQAM,0014J00000VvQpfQAF,012Pv0000021hzSIAQ,a1G4J0000025wlvUAA,Draft,Ended,2021-05-21,2022-05-20,AST,AST,,,2.5,1684.62,No Break,,,,,,0064J00000DIQi7QAH,122486012002
8004J000001J0IxQAK,222487054004,0054J000004vXOnQAM,0014J00000VvSmsQAF,012Pv0000021hzSIAQ,a1G4J0000025xFyUAI,Draft,Ended,2021-08-06,2022-08-05,AST,AST,,,4.0,845,2 at 4 to expire at 6,,,,,,0064J00000FV0MTQA1,222487054004
8004J000001J0NsQAK,418578077003,0054J000005l5ISQAY,0014J00000axBMmQAM,012Pv0000021hzSIAQ,a1G4J000002606nUAA,Draft,Draft,2021-08-02,2022-08-01,Live Work,Statutory Declaration,,,4.0,3050,2 at 4 to expire at 6,,"Parking space if available otherwise to be added to the waiting list.

11.2 Tenant Break Clause

The Landlord agrees that the Tenant has the right to terminate the Tenancy after the first SIX (6) months by giving the Landlord not less than TWO (2) months PRIOR notice in writing. For the avoidance of doubt between the parties it is agreed that the notice period cannot expire any earlier than 6 months from the start date of the Lease as detailed in Clause 1.3 of Core Terms.",,,,0064J00000FWbWpQAL,418578077003
8004J000001J0S4QAK,317351140003,0054J000004vXPGQA2,0014J00000VvU7VQAV,012Pv0000021hzSIAQ,a1G4J0000025ys4UAA,Draft,Draft,2021-09-01,2022-08-31,Licence,Shed Licence,,,6.0,0,No Break,,,,,,0064J00000FXcYnQAL,317351140003
8004J000001J0STQA0,222521047005,0054J000004vXPCQA2,0014J00000WsFQLQA3,012Pv0000021hzSIAQ,a1G4J0000025xqLUAQ,Draft,Draft,2021-05-14,2022-05-13,AST,AST,,,4.0,855,No Break,,The Landlord agrees to a rent incentive of 1 months split over the 12 month period of the tenancy. £41.40 to be deducted from the apportioned rent for the period 14 - 31/05/21. £71.25 to be deducted from the monthly rent from June 21 - April 22 and the final amount of £29.90 to be deducted from the rent payable for the period 01 - 13/05/21,,,,0064J00000DrJzJQAV,222521047005
8004J000001J0W1QAK,122618001003,0054J000004vXOiQAM,0014J00000VvQmzQAF,012Pv0000021hzSIAQ,a1G4J0000025wqgUAA,Draft,Ended,2021-09-18,2023-09-17,AST,AST,,,3.0,1100,Halfway on an 24,,,,,,0064J00000FWDdSQAX,122618001003
8004J000000Be0MQAS,217371080005,0054J000005l5ISQAY,0014J00000XJNX3QAP,012Pv0000021hzSIAQ,a1G4J0000025yImUAI,Draft,Ended,2021-05-12,2022-05-11,AST,AST,,,3.0,650,No Break,,The landlord agrees to a rent reduction of £54.00 per month. £34.84 will be deducted from the rent for the period of 12th-31st May 2021. June 2021-April 2022 there will be a reduction of £54.00 per month. For the period of 1st May 2022-11th May 2022 there will be a reduction of £19.16.,,,,0064J00000DrpHNQAZ,217371080005
8004J000000Be0qQAC,418602004001,0054J000004vXOiQAM,0014J00000VvUMgQAN,012Pv0000021hzSIAQ,a1G4J0000025zNgUAI,Draft,Ended,2021-06-30,2023-06-29,AST,AST,,,2.5,1211.54,Halfway on an 24,,,,,,0064J00000DtqrCQAR,418602004001
8008d000000YKWRAA4,317666015001,0058d000004DOMXAA4,0018d00000EkxcdAAB,012Pv0000021hzSIAQ,a1G4J0000025yGAUAY,Draft,Draft,2022-09-09,2023-03-08,AST,AST,,,4.0,2400,No Break,,,,,,0068d000008fwXvAAI,317666015001
8004J000000Be23QAC,317634004006,0054J000005l5ISQAY,0014J00000XwYMQQA3,012Pv0000021hzSIAQ,a1G4J00000262f5UAA,Draft,Ended,2021-05-15,2022-05-14,AST,AST,,,4.0,1711.66,2 at 4 to expire at 6,,"The landlord agrees to a rent incentive of £1580.00, which equates to 4 weeks rent.",,,,0064J00000DtihDQAR,317634004006
8004J000000Be2wQAC,122623005002,0054J000004vXOnQAM,0014J00000VvR58QAF,012Pv0000021hzSIAQ,a1G4J0000025wtOUAQ,Draft,Ended,2021-06-05,2021-12-04,AST,AST,,,4.0,910,No Break,,,,,,0064J00000DsPa9QAF,122623005002
8004J000000Be4YQAS,222630204002,0054J000004vXOiQAM,0014J00000VvUttQAF,012Pv0000021hzSIAQ,a1G4J0000025ys5UAA,Draft,Ended,2021-06-06,2022-06-05,AST,AST,,,3.0,1020,2 at 4 to expire at 6,,,,,,0064J00000DtaXRQAZ,222630204002
8004J000001J0kwQAC,418578062001,0054J000004vXOiQAM,0014J00000VvVEmQAN,012Pv0000021hzSIAQ,a1G4J000002602cUAA,Draft,Draft,2021-08-31,2022-08-30,Live Work,,,,2.5,3399.99,2 at 4 to expire at 6,,,,,,0064J00000FTsErQAL,418578062001
8004J000000Be6UQAS,217371106004,0054J000004vXPGQA2,0014J00000VvSLEQA3,012Pv0000021hzSIAQ,a1G4J0000025yOwUAI,Draft,Ended,2021-05-13,2022-05-12,AST,AST,,,4.0,885,2 at 4 to expire at 6,,"The Landlord agrees to a rent reduction of £70.00 PCM. £42.94 to be deducted from the apportioned rent for the period 13 - 31/05/21. £70.00 to be deducted from the rent June 21 - April 22 and £27.06 to be deducted from the apportioned rent for the period 01 - 12/05/22.

Security Deposit of £775.00 to be transferred over from Apt 138 Kings Dock Mill, £100.00 top up of new deposit to be paid with Initial Statement of Monies prior to move in.",,,,0064J00000DtbBRQAZ,217371106004
8004J000000Be6oQAC,222580049002,0054J000004vXOiQAM,0014J00000VvSVrQAN,012Pv0000021hzSIAQ,a1G4J0000025ycKUAQ,Draft,Ended,2021-06-26,2022-06-25,AST,AST,,,3.0,1450,No Break,,,,,,0064J00000DuE2tQAF,222580049002
8008d000000XrIdAAK,317678012007,0054J000004vXOnQAM,0014J00000VvTIKQA3,012Pv0000021hzSIAQ,a1G4J0000025yMhUAI,Draft,Ended,2021-10-01,2022-09-30,AST,AST,,,4.0,2013.46,2 at 4 to expire at 6,,,,,,0064J00000FWukoQAD,317678012007
8008d000000XrKUAA0,418645113003,0054J000004vXPBQA2,0014J00000bFgMeQAK,012Pv0000021hzSIAQ,a1G4J00000260DFUAY,Draft,Draft,2021-08-09,2023-08-08,AST,AST,,,3.5,1910,2 at 10 to expire at 12,,"Further to Section B, Clauses 5 and 6 of this Agreement it is further agreed that Manahil Choudhry shall pay their rent amount as detailed in the Initial Statement of Monies for the initial first 12 months of this Agreement in one sum of £11,460 payable in advance on the signing of this agreement. The tenant(s) must them make a further 12 months’ advance payment of £11,861.10 no later than the 10th month of the tenancy, for the remainder of the tenancy period. At the end of this tenancy should the tenant(s) seek a New Agreement and should the Landlord agree to this, the tenant(s) agree to pay for further referencing to determine whether they can pay monthly in advance for the new term or whether as a result of the referencing the Landlord shall require payment in advance for the whole term. In either case the tenant(s) undertakes to comply with the Landlord or his agents’ instructions with regard to payment and to make such payment promptly and in line with the provisions of this Agreement.

The landlord agrees Aysha will pay monthly at a rent amount of £955

The landlord agrees that the tenant should have a two weeks free incentive spread across 12 months {£73.46) will be reduced from the rent each month 

This overrides the payment schedule at the end of this agreement",,,,0064J00000FWzq7QAD,418645113003
8008d000000XrKyAAK,109044001002,0054J000004vV5hQAE,0014J00000VvOHTQA3,012Pv0000021hzSIAQ,a1G4J0000025ty2UAA,Draft,Draft,2021-10-01,2022-09-30,AST,AST,,,6.0,0,2 at 4 to expire at 6,,,,,,0064J00000FWEp1QAH,109044001002
8008d000000XrMGAA0,222489028006,0054J000005l5ISQAY,0014J00000bFhWGQA0,012Pv0000021hzSIAQ,a1G4J0000025xu8UAA,Draft,Draft,2021-09-01,2022-08-31,AST,AST,,,4.0,805,No Break,,,,,,0064J00000FX056QAD,222489028006
8008d000000Xs0rAAC,222639041002,0054J000004vXPGQA2,0018d000002r1DqAAI,012Pv0000021hzSIAQ,a1G4J0000025zFUUAY,Draft,Draft,2021-08-21,2022-08-20,AST (Affordable),Affordable,,,4.0,935,2 at 10 to expire at 12,,,,,,0068d000002cRCkAAM,222639041002
8008d000000XrPAAA0,418606002003,0054J000004vXOqQAM,0014J00000VvUXuQAN,012Pv0000021hzSIAQ,a1G4J0000025zmoUAA,Draft,Draft,2021-08-16,2022-08-15,AST,AST,,,4.0,1550,2 at 4 to expire at 6,,"The landlord agrees that the tenant shall have their deposit moved from their current property (Flat 4, 44 The Gardens). The current deposit of £1,384.62 will be deducted from the initial monies owed and the tenant will pay a deposit top-up of £165.38",,,,0064J00000FXLSUQA5,418606002003
