Reference,Unit__c,Description,StartDate,EndDate,Term_Years,Term_Months,Term_Days,Status,Tenure,Type
103393002,a1G4J0000025tVdUAI,"40, The Chase, Flat 3, Clapham, London",,,0,0,0,Tenanted,Regulated,Flat PB
103394001,a1G4J0000025tfOUAQ,"28, Alderney Street, GF, Pimlico, London",,,0,0,0,Tenanted,Regulated,Flat PB
103397001,a1G4J0000025tbuUAA,"4, Warwick Square, Flat 6, Pimlico, London",,,0,0,0,Tenanted,Regulated,Flat PB
103398001,a1G4J0000025thwUAA,"16, Warwick Square, Flat 1, Pimlico, London",,,0,0,0,Tenanted,Regulated,Maisonette
103412001,a1G4J0000025ti1UAA,"56, Devonshire Road, L, London",2019-01-01,2143-12-31,125,0,0,Tenanted,Grnd Rent,Mid Terrace
103414001,a1G4J0000025tTqUAI,"96, Craneford Way, Twickenham, Middlesex",2013-09-29,2133-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
103414002,a1G4J0000025ti6UAA,"100, Craneford Way, Twickenham, Middlesex",,,0,0,0,Tenanted,Regulated,Flat PB
103420001,a1G4J0000025tfmUAA,"16, Broomhouse Road, Fulham, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
103423001,a1G4J0000025tiLUAQ,"59, Cathcart Road, LGF, London",,,0,0,0,Tenanted,Regulated,Flat PB
103423002,a1G4J0000025tiQUAQ,"59, Cathcart Road, FF, London",,,0,0,0,Tenanted,Regulated,Flat PB
103424002,a1G4J0000025taTUAQ,"24, Finborough Road, SF, Chelsea, London",,,0,0,0,AwaitDecision,Vac-S,Flat PB
103424003,a1G4J0000025tTrUAI,"24, Finborough Road, SF Rear, Chelsea, London",,,0,0,0,AwaitDecision,Vac-S,Flat PB
103424004,a1G4J0000025tiaUAA,"24, Finborough Road, FF, Chelsea, London",,,0,0,0,Tenanted,Regulated,Flat PB
103426002,a1G4J0000025thOUAQ,"31, Ifield Road, SF, Chelsea, London",,,0,0,0,Tenanted,Regulated,Flat PB
103427001,a1G4J00000261NlUAI,"45, Ifield Road, GF, Chelsea, London",,,0,0,0,Tenanted,Regulated,Flat PB
103427002,a1G4J00000261NqUAI,"45, Ifield Road, FF/SF, Chelsea, London",,,0,0,0,Tenanted,Regulated,Maisonette
103429001,a1G4J0000025tUVUAY,"9, Ifield Road, FF/SF London",,,0,0,0,Tenanted,Regulated,Flat PB
103432001,a1G4J0000025tikUAA,"4, Manson Place, LGF, South Kensington, Londo",,,0,0,0,Tenanted,Regulated,Flat PB
103435001,a1G4J0000025tiuUAA,"7, Wetherby Place, Flat 4, South Kensingotn,",,,0,0,0,Tenanted,Regulated,Flat PB
103443001,a1G4J0000025tipUAA,"36, Finborough Road, B/GF, West Brompton, Lon",,,0,0,0,Tenanted,Regulated,Maisonette
103443002,a1G4J00000261OFUAY,"36, Finborough Road, FF/SF, West Brompton, Lo",,2186-12-19,0,0,0,Tenanted,Nil GR,Maisonette
103444001,a1G4J00000261O0UAI,"1, Ifield Road, BF/GF, West Brompton, London",1997-10-08,2097-06-24,99,8,17,Tenanted,Grnd Rent,Flat PB
103444002,a1G4J00000261O5UAI,"1, Ifield Road, GFF- North, West Brompton, Lo",1997-10-08,2097-06-20,99,8,13,Tenanted,Nil GR,Flat PB
103444003,a1G4J00000261OAUAY,"1, Ifield Road, FF, West Brompton, London",,,0,0,0,Tenanted,Regulated,Flat PB
103444004,a1G4J00000261OKUAY,"1, Ifield Road, SF, West Brompton, London",,,0,0,0,Tenanted,Regulated,Flat PB
103445001,a1G4J0000025tfnUAA,"19, Ifield Road, LGF, West Brompton, London",,,0,0,0,Tenanted,Regulated,Flat PB
103445002,a1G4J0000025tUfUAI,"19, Ifield Road, GF, West Brompton, London",,,0,0,0,Tenanted,Regulated,Flat PB
103445003,a1G4J0000025tUFUAY,"19, Ifield Road, FF & SF, West Brompton, Lond",,,0,0,0,Tenanted,Nil GR,Maisonette
103448001,a1G4J00000261OUUAY,"1, Royal Avenue House, Chelsea, London",1985-06-24,2150-06-23,165,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448002,a1G4J0000025tjAUAQ,"2, Royal Avenue House, Chelsea, London",2023-03-24,2188-03-23,165,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448003,a1G4J0000025tjOUAQ,"3, Royal Avenue House, Chelsea, London",1985-06-24,2060-06-23,75,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448004,a1G4J0000025tjTUAQ,"4, Royal Avenue House, Chelsea, London",2009-03-19,2155-03-21,146,0,3,Solic.Instrct,Grnd Rent,Flat PB
103448005,a1G4J0000025tjYUAQ,"5, Royal Avenue House, Chelsea, London",1985-06-24,2060-06-23,75,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448006,a1G4J0000025tcnUAA,"6, Royal Avenue House, Chelsea, London",,,0,0,0,Solic.Instrct,CT SerTen,Flat PB
103448007,a1G4J00000261OZUAY,"7, Royal Avenue House, Chelsea, London",2011-11-08,2150-06-23,138,7,16,Solic.Instrct,Grnd Rent,Flat PB
103448008,a1G4J0000025tU8UAI,"8, Royal Avenue House, Chelsea, London",,,0,0,0,Solic.Instrct,Regulated,Flat PB
103448009,a1G4J0000025tjdUAA,"9, Royal Avenue House, Chelsea, London",1985-06-24,2060-06-23,75,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448010,a1G4J0000025tiCUAQ,"10, Royal Avenue House, Chelsea, London",1985-06-24,2060-06-23,75,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448011,a1G4J0000025tjiUAA,"11, Royal Avenue House, Chelsea, London",1985-06-24,2110-06-23,125,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448012,a1G4J00000261OeUAI,"12, Royal Avenue House, Chelsea, London",1985-06-24,2150-06-23,165,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448013,a1G4J0000025tf8UAA,"14, Royal Avenue House, Chelsea, London",1985-06-24,2110-06-23,125,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448014,a1G4J0000025tf3UAA,"15, Royal Avenue House, Chelsea, London",2015-06-24,2140-06-23,125,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448015,a1G4J0000025td7UAA,"16, Royal Avenue House, Chelsea, London",2011-06-22,2155-06-21,144,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448016,a1G4J00000261OjUAI,"17, Royal Avenue House, Chelsea, London",2012-08-28,2150-06-23,137,9,27,Solic.Instrct,Grnd Rent,Flat PB
103448017,a1G4J0000025tXOUAY,"18, Royal Avenue House, Chelsea, London",1985-06-24,2060-06-23,75,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448018,a1G4J00000261OoUAI,"19, Royal Avenue House, Chelsea, London",1985-06-24,2150-06-23,165,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448019,a1G4J0000025tjnUAA,"20, Royal Avenue House, Chelsea, London",1985-06-24,2060-06-23,75,0,0,Solic.Instrct,Grnd Rent,Flat PB
103448020,a1G4J00000261OQUAY,"21, Royal Avenue House, Chelsea, London",1985-06-24,2150-06-23,165,0,0,Solic.Instrct,Grnd Rent,Flat PB
103460001,a1G4J0000025tjEUAQ,"Appt 4, Mitford Building, 10 Dawes Rd. SW6",,,0,0,0,Tenanted,Regulated,Flat PB
103460002,a1G4J0000025tjJUAQ,"Appt 14, Mitford Building, 10 Dawes Rd. SW6",,,0,0,0,Tenanted,Regulated,Flat PB
103464001,a1G4J00000261OPUAY,"45, Ifield Road, LGF,  London SW10 9AX",1988-09-02,2177-09-01,189,0,0,Tenanted,Nil GR,Flat PB
103470001,a1G4J0000025thEUAQ,"24, Warwick Chambers, Pater Street, Kensingto",,,0,0,0,Tenanted,Regulated,Flat PB
103471001,a1G4J0000025thsUAA,"25, Warwick Chambers, Pater Street, Kensingto",,,0,0,0,Potent Vacant,Regulated,Flat PB
103473001,a1G4J0000025tjsUAA,"5, Comeragh Road, Barons Court, London",,,0,0,0,Tenanted,Grnd Rent,Maisonette
103475001,a1G4J0000025tXjUAI,"155, Holland Park Avenue, Flat B, Notting Hil",,,0,0,0,Tenanted,Regulated,Flat PB
103476001,a1G4J0000025tk7UAA,"157, Holland Park Avenue, Flat A, Notting Hil",,,0,0,0,For Sale,Regulated,Maisonette
103477001,a1G4J0000025tdXUAQ,"17, Holland Park Gardens, Flat E, Notting Hil",,,0,0,0,Tenanted,Regulated,Flat PB
103479001,a1G4J0000025tk2UAA,"28, Falkland House, Marloes Road, Kensington,",,,0,0,0,Tenanted,Regulated,Flat PB
103481001,a1G4J0000025tkCUAQ,"25, Earls Terrace, Flat 1, Kensington, London",,,0,0,0,Tenanted,Regulated,Flat PB
103481002,a1G4J0000025teGUAQ,"25, Earls Terrace, Flat 2, Kensington, London",,,0,0,0,Tenanted,Regulated,Flat PB
103483001,a1G4J0000025tYAUAY,"25, Winchester Court, Kensington, London",,,0,0,0,For Sale,Vac-S,Flat PB
103491001,a1G4J0000025tkbUAA,"31a, Chesterton Road, London,W10 Basement Flt",,,0,0,0,Tenanted,Regulated,Flat PB
103492001,a1G4J0000025tfcUAA,"23a Kelfield Gardens, London W10 6NA",,,0,0,0,Tenanted,Regulated,Flat PB
103494001,a1G4J0000025tVuUAI,"29 Warwick Chambers, Pater St. London W8 6EW",,,0,0,0,Tenanted,Regulated,Flat PB
103496001,a1G4J0000025tV9UAI,"Flat 2, 87 Clarendon Road, London, W11 4JG",,,0,0,0,Tenanted,Regulated,Flat Conv.
103498001,a1G4J0000025thdUAA,"37b Maida Vale, London W9 1TP",,,0,0,0,Tenanted,Regulated,Flat Conv.
103499001,a1G4J0000025tmIUAQ,"99a Chesson Road, London, W14 9QS",,,0,0,0,Tenanted,Regulated,Flat Conv.
103502001,a1G4J0000025td8UAA,"17, Greenhill, Hampstead High Street, London",,,0,0,0,Tenanted,Regulated,Flat PB
103505002,a1G4J0000025tmcUAA,"58, Fellows Road, Flat B, London  NW3",,,0,0,0,Tenanted,Regulated,Flat PB
103505003,a1G4J0000025tbRUAQ,"58, Fellows Road, Flat C, London  NW3",,,0,0,0,Tenanted,Regulated,Flat PB
103505004,a1G4J0000025tksUAA,"58, Fellows Road, Flat D, London  NW3",,,0,0,0,Tenanted,Regulated,Flat PB
103505005,a1G8d0000004D5PEAU,"58, Fellows Road,Flat D Loft, London  NW3",,,0,0,0,Tenanted,Regulated,Flat PB
103507001,a1G4J0000025tcdUAA,"5, Camden Road, FF & SF Flat.  London NW1 9LG",,,0,0,0,Tenanted,Regulated,Flat PB
103508001,a1G4J0000025tltUAA,"Flat 26, Walsingham, St Johns Wood Pk NW8 6RH",,,0,0,0,Tenanted,Regulated,Flat PB
103509001,a1G4J0000025tVwUAI,"76 Alexandra Road, GFF, London NW4 2RY",,,0,0,0,Tenanted,Regulated,Flat PB
103515020,a1G4J0000025tlyUAA,"27, Vernon Court, Hendon Way, Barnet, London",,,0,0,0,Tenanted,Regulated,Flat PB
103515050,a1G4J0000025tm3UAA,"G1, Vernon Court, Hendon Way, Barnet, London.",,,0,0,0,AwaitDecision,Vac-A,Garage
103521001,a1G4J0000025tiHUAQ,"66, Allerton Road, Stoke Newington, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
103528001,a1G4J0000025tf9UAA,"62, Seymour Road, Enfield, London",,,0,0,0,Tenanted,Regulated,Flat PB
103528002,a1G4J00000261OtUAI,"62, Seymour Road, FFF, London, N8 0BE",2006-03-25,2195-03-24,189,0,0,Tenanted,Nil GR,Flat PB
103541001,a1G4J0000025tlZUAQ,"77, Lavender Grove, Hackney, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
103543001,a1G4J00000261OyUAI,"21, Morieux Road, Leyton, E10 7LL",1910-03-25,2910-03-24,1000,0,0,Tenanted,Nil GR,S/D House
103544001,a1G4J0000025tcpUAA,"87, Morieux Road, Leyton, E10 7LG",1910-04-13,2910-04-12,1000,0,0,Tenanted,Grnd Rent,Flat PB
103547001,a1G4J0000025tloUAA,"608 Commercial Road, London E14 7HS",,,0,0,0,Tenanted,Regulated,Maisonette
103554001,a1G4J0000025tleUAA,"16, Whittlesey Street, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
103558001,a1G4J0000025tmSUAQ,"115, Kennington Park Road, LGF, London",,,0,0,0,Tenanted,Regulated,Flat PB
103558002,a1G4J0000025tjUUAQ,"115, Kennington Park Road, SFF, London",,,0,0,0,Tenanted,Regulated,Flat PB
103562001,a1G4J0000025tmDUAQ,"40 Harefield Rd, Lower Flat,  London SE4 1LU",,,0,0,0,Tenanted,Regulated,Maisonette
103562002,a1G4J0000025tmXUAQ,"40 Harefield Road, Upper Flat, London SE4 1LU",,,0,0,0,Tenanted,Regulated,Flat Conv.
103563001,a1G4J0000025tmNUAQ,"52, Fawe Park Road, Wandsworth, London",,,0,0,0,Potent Vacant,Regulated,Mid Terrace
103569001,a1G4J0000025tmrUAA,"8, The Polygon, Clapham, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
103576001,a1G4J0000025tn6UAA,"13, Balham Grove, GFF, Balham, London",,,0,0,0,Tenanted,Regulated,Flat PB
103577001,a1G4J0000025tilUAA,"4a, Burnbury Road, GFF, Balham, London, SW12",2006-09-25,2131-09-24,125,0,0,Tenanted,Grnd Rent,Maisonette
103577002,a1G4J00000261P3UAI,"4, Burnbury Road, Balham, London, SW12",1975-09-29,2164-09-28,189,0,0,Tenanted,Nil GR,Flat PB
103578001,a1G4J0000025te0UAA,"64, Culverden Rd, Lower- Ground Floor, London",,,0,0,0,Tenanted,Regulated,Maisonette
103578002,a1G4J0000025tmwUAA,"64, Culverden Road, 1st - 2nd Floor, London",2010-12-25,2135-12-24,125,0,0,Tenanted,Grnd Rent,Flat PB
103580001,a1G4J0000025theUAA,"104, Clapham Common Northside, London, SW4",,,0,0,0,Tenanted,Regulated,Studio
103580002,a1G4J0000025tVeUAI,"104, Clapham Common Northside GF, London, SW4",1994-09-07,2119-09-06,125,0,0,Tenanted,Grnd Rent,Flat PB
103580003,a1G4J0000025tZjUAI,"104, Clapham Common Northside, FF London, SW4",1995-03-01,2120-02-29,125,0,0,Tenanted,Grnd Rent,Studio
103591001,a1G4J0000025tjuUAA,"29, Cleveland Mans 25/30, Mowll St, SW9 0ES",,,0,0,0,Tenanted,Regulated,Flat PB
103592001,a1G4J0000025tnkUAA,"38 Atheldene Rd, Earlsfield, London SW18 3BW",,,0,0,0,Tenanted,Regulated,Mid Terrace
103595001,a1G4J0000025tnLUAQ,"79 Christchurch Rd, Flat C Tulse Hill SW2 3DH",,,0,0,0,Tenanted,Regulated,Flat Conv.
103597001,a1G4J0000025tgzUAA,"7 Bendemeer Rd, FFF,  Putney, SW15",,,0,0,0,Tenanted,Regulated,Flat Conv.
103597002,a1G4J00000261QuUAI,"7, Bendemeer Road, GFF, Putney, SW15 1JX",1997-12-25,2122-12-24,125,0,0,Tenanted,Nil GR,Flat Conv.
103603001,a1G4J0000025tnpUAA,"18, Oxford Road North, BF, Chiswick, London",2007-07-19,2196-07-18,189,0,0,Tenanted,Nil GR,Flat PB
103603002,a1G4J0000025tfDUAQ,"18, Oxford Road North, GF/FF, Chiswick, Londo",,,0,0,0,Tenanted,Regulated,Flat PB
103605001,a1G4J0000025tnQUAQ,"76, Ormiston Grove, Sheperds Bush, London",,,0,0,0,Tenanted,Regulated,Flat PB
103608001,a1G4J0000025tnGUAQ,"28, Caxton Road, London, W12 8AJ",,,0,0,0,Tenanted,Assd.Per,Flat PB
103608002,a1G4J0000025tdIUAQ,"28 Caxton Road, GF, London, W12 8AJ",1981-06-24,2196-06-23,215,0,0,Tenanted,Grnd Rent,Flat PB
103616001,a1G4J0000025tnuUAA,"6 Binns Road, London W4 2BS",,,0,0,0,Tenanted,Regulated,Mid Terrace
103620001,a1G4J0000025ta3UAA,"Flat 1, 28 Park Hill, London W5 2JN",,,0,0,0,Tenanted,Regulated,Flat Conv.
103626001,a1G4J0000025tnzUAA,"20, Deacon Road, GF, London",2004-03-25,3003-03-24,999,0,0,Tenanted,Grnd Rent,Flat PB
103626002,a1G4J00000261SqUAI,"20, Deacon Road, FF, London",1996-12-25,2211-12-24,215,0,0,Tenanted,Nil GR,Flat PB
103627001,a1G4J0000025tdwUAA,"26, Deacon Road, GF, London",,,0,0,0,Tenanted,Assd.Per,Flat PB
103627002,a1G4J0000025tg6UAA,"26, Deacon Road, FF, London",1972-12-25,2071-12-24,99,0,0,Tenanted,Grnd Rent,Flat PB
103628001,a1G4J0000025to4UAA,"64, Walm Lane, FF, London",2018-01-01,2167-12-31,150,0,0,Tenanted,Grnd Rent,Flat PB
103628002,a1G4J0000025tdCUAQ,"64, Walm Lane, SF, London",1998-12-25,2123-12-24,125,0,0,Tenanted,Grnd Rent,Flat PB
103662001,a1G4J0000025tosUAA,"Manor Court, Twickenham, TW2 5DL",1981-06-24,2106-06-23,125,0,0,Tenanted,Grnd Rent,Flat PB
103662002,a1G4J00000261SvUAI,"35 Manor Court, Twickenham, TW2 5DL",1981-06-24,2151-06-23,170,0,0,Tenanted,Nil GR,Flat PB
103662003,a1G4J00000261T0UAI,"42 Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662004,a1G4J00000261T5UAI,"36 Manor Court, Twickenham, TW2 5DL",1938-06-24,2127-06-20,188,11,28,Tenanted,Nil GR,Flat PB
103662005,a1G4J00000261TAUAY,"29, Manor Court, Twickenham, TW2 5DL",1938-06-24,2127-06-20,188,11,28,Tenanted,Nil GR,Flat PB
103662006,a1G4J00000261TFUAY,"38, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103662007,a1G4J00000261TBUAY,"1, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103662008,a1G4J00000261SSUAY,"28, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-13,214,11,21,Tenanted,Nil GR,Flat PB
103662009,a1G4J00000261TKUAY,"15, Manor Court, Twickenham, TW2 5DL",1981-05-24,2196-05-13,214,11,20,Tenanted,Nil GR,Flat PB
103662010,a1G4J00000261TPUAY,"44, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103662011,a1G4J00000261TUUAY,"14, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103662012,a1G4J00000261TZUAY,"4, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662013,a1G4J00000261TeUAI,"50, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662014,a1G4J00000261TjUAI,"49, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103662015,a1G4J00000261ToUAI,"16, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662016,a1G4J00000261TtUAI,"2, Manor Court, Twickenham, TW2 5DL",2006-06-24,2196-06-23,190,0,0,Tenanted,Nil GR,Flat PB
103662017,a1G4J00000261TyUAI,"47, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662018,a1G4J00000261U3UAI,"24, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662019,a1G4J00000261NwUAI,"21, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-13,214,11,21,Tenanted,Nil GR,Flat PB
103662020,a1G4J00000261U8UAI,"22, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662021,a1G4J00000261UDUAY,"26, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662022,a1G4J000004jwetUAA,"55, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662023,a1G8d000002QSh5EAG,"10, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662024,a1G8d000002QafXEAS,"57, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662025,a1GNz0000000v1VMAQ,"23, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Solic.Instrct,Nil GR,Flat PB
103662026,a1GNz0000008O6nMAE,"17, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662027,a1GNz000001CKFJMA4,"31, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662028,a1GNz000001CKGvMAO,"41, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-23,215,0,0,Tenanted,Nil GR,Flat PB
103662029,a1GNz000003HYWcMAO,"5, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103662030,a1GNz000003HZhBMAW,"8, Manor Court, Twickenham, TW2 5DL",1981-06-24,2196-06-12,214,11,20,Tenanted,Nil GR,Flat PB
103671001,a1G4J0000025tonUAA,105 Sheen Road Floor 1 & 2  Richmond TW9 1YJ,,,0,0,0,Vacant,Regulated,Flat PB
103671002,a1G4J00000261RjUAI,"105, Sheen Road, Grnd Floor Richmond, TW9 1YJ",1984-09-29,2173-09-28,189,0,0,Tenanted,Nil GR,Flat PB
103673001,a1G4J0000025toxUAA,"112 Clifton Road, Kingston upon Thames, KT26P",,,0,0,0,Tenanted,Regulated,S/D House
103682001,a1G4J0000025tVDUAY,"1a Napoleon Road, Twickenham, TW1 3EW",2012-01-01,2131-12-31,120,0,0,Tenanted,Grnd Rent,Flat Conv.
103682002,a1G4J0000025tnqUAA,"1b Napoleon Road, Twickenham, TW1 3EW",2012-01-01,2131-12-31,120,0,0,Tenanted,Grnd Rent,Flat Conv.
103684001,a1G4J0000025tVxUAI,5 Roxborough Avenue Isleworth TW7 5HG,,,0,0,0,Tenanted,Regulated,S/D House
103686001,a1G4J0000025tTDUAY,"GFF, 6 Ladygate Lane, Ruislip, Middlx HA4 7QS",2019-01-01,2143-12-31,125,0,0,Tenanted,Grnd Rent,Flat Conv.
103686002,a1G4J0000025tTCUAY,"FFF, 6 Ladygate Lane, Ruislip, Middx HA4 7QS",2019-01-01,2143-12-31,125,0,0,Tenanted,Grnd Rent,Flat Conv.
103692001,a1G4J0000025tk8UAA,"76, Lavender Grove, Hackney, London",,,0,0,0,Tenanted,Regulated,Mid Terrace
103697001,a1G4J0000025tpCUAQ,"1 Cleveland Park Crescent, London E17 7BT",,,0,0,0,Tenanted,Regulated,S/D House
103698001,a1G4J0000025tn7UAA,"131b Henniker Gardens, London, E6 3HT",2016-01-01,2140-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
103698002,a1G4J0000025tZUUAY,"131a, Henniker Gardens, London, E6 3HT",2012-09-29,2132-09-28,120,0,0,Tenanted,Grnd Rent,Flat PB
103699001,a1G4J0000025tnmUAA,"142 Henniker Gardens, East Ham, London E6 3HS",,,0,0,0,Tenanted,Regulated,Mid Terrace
103702001,a1G4J0000025tpHUAQ,"156 Henniker Gardens, London, E6 3HS",,,0,0,0,Tenanted,Regulated,Mid Terrace
103705001,a1G4J0000025tpMUAQ,"118 Montpelier Gardens, London, E6 3JF",,,0,0,0,Tenanted,Regulated,Mid Terrace
103713001,a1G4J0000025tpRUAQ,"207, Devonshire Road, Flat A, London SE23",2023-11-30,2173-11-29,150,0,0,Tenanted,Nil GR,Maisonette
103713002,a1G4J0000025tpbUAA,"207, Devonshire Road, Flat B,  London SE23",2007-01-01,2131-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
103713003,a1G4J0000025tkmUAA,"207, Devonshire Road, Flat C,  London SE23",2007-01-01,2131-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
103713004,a1G4J0000025tpWUAQ,"207, Devonshire Road, Flat D, London SE23",2019-01-01,2143-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
103726001,a1G4J0000025tq0UAA,"24 Fairthorn Road, London SE7 7RL",2020-08-26,2145-08-25,125,0,0,Tenanted,Grnd Rent,Flat Conv.
103726002,a1G4J0000025tmsUAA,"24a Fairthorn Road, London SE7 7RL",2015-11-06,2140-11-05,125,0,0,Tenanted,Grnd Rent,Flat Conv.
103728001,a1G4J0000025tq5UAA,"3 Little St. Leonards, FFF,  London SW14 7LT",,,0,0,0,Tenanted,Regulated,Flat Conv.
103729001,a1G4J0000025tplUAA,"13, Townsend Lane, Kingsbury, London",,,0,0,0,Tenanted,Regulated,Flat PB
103729002,a1G4J0000025tpgUAA,"13a, Townsend Lane, Kingsbury, London",2005-01-01,2129-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
103730001,a1G4J0000025tpqUAA,"19, Townsend Lane, Kingsbury, London",2004-05-04,2946-12-30,942,7,27,Tenanted,Grnd Rent,S/D House
103730002,a1G4J0000025tfrUAA,"19a, Townsend Lane, Kingsbury, London",,,0,0,0,Tenanted,Regulated,Flat PB
103732033,a1G4J0000025tooUAA,"48, Clarendon Court, NW2",,,0,0,0,Tenanted,Regulated,Flat PB
103732035,a1G4J0000025tqAUAQ,"50, Clarendon Court, NW2",,,0,0,0,Tenanted,Regulated,Flat PB
103734001,a1G4J00000261UIUAY,"1, Fernside Court, Holders Hill Road, Hendon,",1976-01-01,2190-12-31,215,0,0,Tenanted,Nil GR,Flat PB
103734002,a1G4J00000261UNUAY,"10, Fernside Court, Holders Hill Road, Hendon",1976-01-01,2190-12-31,215,0,0,Tenanted,Nil GR,Flat PB
103734003,a1G4J0000025tqtUAA,"11, Fernside Court, Holders Hill Road, Hendon",2017-06-19,2137-06-18,120,0,0,Tenanted,Grnd Rent,Flat PB
103734004,a1G4J0000025tdxUAA,"12, Fernside Court, Holders Hill Road, Hendon",1976-01-01,2190-12-31,215,0,0,Tenanted,Nil GR,Flat PB
103734005,a1G4J0000025tktUAA,"13, Fernside Court, Holders Hill Road, Hendon",2018-11-09,2168-11-08,150,0,0,Tenanted,Grnd Rent,Flat PB
103734006,a1G4J00000261USUAY,"14, Fernside Court, Holders Hill Road, Hendon",1976-01-01,2190-12-31,215,0,0,Tenanted,Nil GR,Flat PB
103734007,a1G4J0000025tUPUAY,"15, Fernside Court, Holders Hill Road, Hendon",2018-07-13,2168-07-12,150,0,0,Tenanted,Grnd Rent,Flat PB
103734008,a1G4J0000025tYbUAI,"16, Fernside Court, Holders Hill Road, Hendon",2023-04-21,2173-04-20,150,0,0,Tenanted,Nil GR,Flat PB
103734009,a1G4J0000025tVIUAY,"17, Fernside Court, Holders Hill Road, Hendon",2018-11-09,2168-11-08,150,0,0,Tenanted,Grnd Rent,Flat PB
103734010,a1G4J0000025tlQUAQ,"18, Fernside Court, Holders Hill Road, Hendon",2018-11-09,2168-11-08,150,0,0,Tenanted,Grnd Rent,Flat PB
103734011,a1G4J00000261UXUAY,"2, Fernside Court, Holders Hill Road, Hendon,",1976-01-01,2190-12-31,215,0,0,Tenanted,Nil GR,Flat PB
103734012,a1G4J0000025trhUAA,"20, Fernside Court, Holders Hill Road, Hendon",1976-01-01,2100-12-31,125,0,0,Tenanted,Grnd Rent,Flat PB
103734013,a1G4J00000261UcUAI,"21, Fernside Court, Holders Hill Road, Hendon",1976-01-01,2190-12-31,215,0,0,Tenanted,Nil GR,Flat PB
