"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ChangePasswordController.cls","3","13","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ChangePasswordController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ChangePasswordControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ChangePasswordControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ChangePasswordControllerTest.cls","3","5","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingController.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingController.cls","3","11","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingController.cls","3","11","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLandingControllerTest.cls","3","5","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginController.cls","3","4","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginController.cls","3","6","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginControllerTest.cls","3","4","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginControllerTest.cls","3","6","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesLoginControllerTest.cls","3","6","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmController.cls","3","6","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmControllerTest.cls","3","5","Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call","Best Practices","ApexUnitTestClassShouldHaveAsserts"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegConfirmControllerTest.cls","3","5","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","10","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","11","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","24","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegController.cls","3","59","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegControllerTest.cls","3","6","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\CommunitiesSelfRegControllerTest.cls","3","6","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\Constants.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContactUpdateQueueable.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContactUpdateQueueable.cls","3","4","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContactUpdateQueueable.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContactUpdateQueueable.cls","3","36","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerHandler.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerHandler.cls","3","30","The method 'parsePassthroughParamsToFields(List<ContentVersion>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerHandler.cls","3","52","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerHandlerTest.cls","3","20","The local variable name 'MarketSetup' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerHandlerTest.cls","3","25","The local variable name 'Listing' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerHandlerTest.cls","3","32","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerTest.cls","3","20","The local variable name 'MarketSetup' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerTest.cls","3","25","The local variable name 'Listing' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerTest.cls","3","29","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ContentVersionTriggerTest.cls","3","31","The local variable name 'contentVersion_1' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","14","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","14","The class 'EmailHandler' has a Standard Cyclomatic Complexity of 5 (Highest = 12).","Design","StdCyclomaticComplexity"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","18","Missing ApexDoc @description","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","38","Missing ApexDoc @description","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","62","Missing ApexDoc @description","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","67","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","68","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","75","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","94","Missing ApexDoc @description","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","94","The method 'constructEmail' has a Standard Cyclomatic Complexity of 12.","Design","StdCyclomaticComplexity"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","94","The method 'constructEmail(Id, Id, Id, Id)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","94","The method constructEmail() has an NCSS line count of 77","Design","NcssMethodCount"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","150","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","167","Missing ApexDoc @description","Documentation","ApexDoc"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\EmailHandler.cls","3","176","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
