Unit Reference,Salesforce Unit id,Unit  description,Event,Action Date,Event Date,Status,Attention Of,Unit Tenure,Unit Type,Unit Status,Include/Exclude,Multiple Rent Review Diaries,Comment
127386001,a1G4J0000025x9TUAQ,"5, Tanner Street, Aldershot, GU11 4BQ",Rent Review,2025-08-08,2025-11-08,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
127405001,a1G4J0000025xKFUAY,"579 Marrelsmoor Avenue, Waterlooville, Hampsh",Rent Review,2025-08-08,2025-11-08,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127608004,a1G4J0000025xdkUAA,"Flat 3 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2025-08-08,2025-11-08,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127092001,a1G4J0000025wzCUAQ,"25 Stuart Lane Wellesley, Aldershot GU11 4AD",Rent Review,2025-08-09,2025-12-09,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127418001,a1G4J0000025xJMUAY,"16 Nicholson Way, Waterlooville, PO7 3DN",Rent Review,2025-08-09,2025-12-09,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127558001,a1G4J0000025xLxUAI,"3 Ramsden Close, Wellesley, Aldershot, Hampsh",Rent Review,2025-08-09,2025-11-09,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127410001,a1G4J0000025xOgUAI,"13 Corunna Avenue, Wellesley, Hants GU11 4BG",Rent Review,2025-08-10,2025-12-10,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127460001,a1G4J0000025xPpUAI,"42 Hope Grant's Road, Wellesley, Aldershot",Rent Review,2025-08-10,2025-12-10,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127483060,a1G4J0000025xXJUAY,"60 Poppy Apartments, E16 2YH",Rent Review,2025-08-10,2025-11-10,Pending,AG3,DMR ,Flat PB,Tenanted,Include,No,
127712001,a1G8d0000005Gh8EAE,"1 Graham Close, Wellesley, Aldershot, Hants,",Rent Review,2025-08-10,2025-11-10,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127779001,a1GNz0000000zZlMAI,"24 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2025-08-10,2025-11-10,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127102009,a1G4J0000025xCsUAI,9 Elizabeth House Scarletts Road  Wellesley,Rent Review,2025-08-11,2025-11-11,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127458001,a1G4J0000025xO1UAI,"46 Hope Grant's Road, Wellesley, Aldershot",Rent Review,2025-08-11,2025-12-11,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127573001,a1G4J0000025x9NUAQ,"19 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2025-08-11,2025-11-11,Pending,HP3,Aff Rent,S/D House,Tenanted,Include,No,
127586002,a1G4J0000025xaVUAQ,"2 Alten Hse, Charteris Cl, Hants, GU11 4DX",Rent Review,2025-08-11,2025-11-12,Pending,GW2,Aff Rent,Flat PB,Tenanted,Include,No,
127658001,a1G8d0000004KmrEAE,"5 Albuhera Road, Wellesley, Hants, GU11 4DD",Rent Review,2025-08-11,2025-11-11,Pending,DGX,Sh Owner,Mid Terrace,Tenanted,Include,No,
127741001,a1G8d0000005i3lEAA,"36 Plant Farm Crescent, Waterlooville,PO7 3DB",Rent Review,2025-08-11,2025-11-11,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
216659001,a1G4J0000025xf2UAA,"14, North Gate, Birmingham, West Midlands",Rent Review,2025-08-11,2025-11-11,Pending,MKP,Assd.Per,Mid Terrace,Tenanted,Include,No,
127257010,a1G4J0000025xLvUAI,"11 Newcome Hse, Wellesley, Aldershot GU11 4BG",Rent Review,2025-08-12,2025-11-12,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127292001,a1G4J0000025xBhUAI,"25 Market Garden, Aldershot, GU11 4BP",Rent Review,2025-08-12,2025-12-12,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127408005,a1G4J0000025xTLUAY,"5 Ensor Hse, 17 Corunna Ave, Wellesley, Hants",Rent Review,2025-08-12,2025-12-12,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127422001,a1G4J0000025xOmUAI,"16 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2025-08-12,2025-12-12,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
127564001,a1G4J0000025wmhUAA,"14 Barrosa Road, Wellesley, Aldershot, Hants",Rent Review,2025-08-12,2025-11-12,Pending,GW2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127565001,a1G4J0000025xZ8UAI,"16 Barrosa Road, Wellesley, Aldershot, Hants",Rent Review,2025-08-12,2025-11-12,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127586003,a1G4J0000025xYzUAI,"3 Alten Hse, Charteris Cl, Hants, GU11 4DX",Rent Review,2025-08-12,2025-11-12,Pending,GW2,Aff Rent,Flat PB,Tenanted,Include,No,
127586006,a1G4J0000025xSYUAY,"6 Alten Hse, Charteris Cl, Hants, GU11 4DX",Rent Review,2025-08-12,2025-11-12,Pending,GW2,Aff Rent,Flat PB,Tenanted,Include,No,
127289001,a1G4J0000025xCrUAI,"19 Market Garden, Aldershot, GU11 4BP",Rent Review,2025-08-13,2025-12-13,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127446001,a1G4J0000025xVvUAI,"29 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2025-08-13,2025-12-13,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127448001,a1G4J0000025xVqUAI,"33 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2025-08-13,2025-12-13,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127211001,a1G4J0000025x23UAA,"8 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2025-08-14,2025-12-14,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127229017,a1G4J0000025wpJUAQ,"Flat17 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2025-08-14,2025-11-14,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127587005,a1G4J0000025xaGUAQ,"5 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2025-08-14,2025-11-14,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127639004,a1G4J000004PvOlUAK,"90 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2025-08-14,2025-12-14,Pending,DGX,Sh Owner,Flat PB,Tenanted,Include,No,
127551001,a1G4J0000025xCbUAI,"54 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2025-08-15,2025-12-15,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127644001,a1G4J000004PvPAUA0,"32 Barfoot Close, Waterlooville, PO7 3DS",Rent Review,2025-08-15,2025-11-15,Pending,DGX,Sh Owner,S/D House,Tenanted,Include,No,
127662003,a1G8d0000004VCrEAM,"3 Collings House, Barfoot Close, PO7 3DT",Rent Review,2025-08-15,2025-12-15,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127483079,a1G4J0000025xQwUAI,"79 Poppy Apartments, E16 2YH",Rent Review,2025-08-16,2025-11-16,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127536004,a1G4J0000025xClUAI,"104 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2025-08-16,2025-11-16,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127584001,a1G4J0000025xZ4UAI,"38 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2025-08-16,2025-11-16,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127750001,a1G8d0000007fyVEAQ,"33 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2025-08-16,2025-11-16,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127492001,a1G4J0000025xQFUAY,"4 Robins Road, Waterlooville, PO7 3DE",Rent Review,2025-08-17,2025-11-17,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127537001,a1G4J0000025xcXUAQ,152 Stone Bridge Rd London N15 5PA,Rent Review,2025-08-17,2025-11-17,Pending,AL4,DMR ,Mid Terrace,Tenanted,Include,No,
127085002,a1G4J0000025xBuUAI,"2, Kipling House, Poppy Fields, Waterlooville",Rent Review,2025-08-18,2025-11-18,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127535013,a1G4J0000025xS9UAI,303 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-08-18,2025-11-18,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127738001,a1G8d0000005i2sEAA,"54 Plant Farm Crescent, Waterlooville PO7 3DB",Rent Review,2025-08-18,2025-11-18,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127099006,a1G4J0000025xCYUAY,"6, Brooke Court, Newlands Ave, Waterlooville",Rent Review,2025-08-19,2025-11-19,Pending,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127277001,a1G4J0000025x5xUAA,"48 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2025-08-19,2025-12-19,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127536018,a1G4J0000025xcCUAQ,"306 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2025-08-19,2025-11-19,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127586001,a1G4J0000025xaBUAQ,"1 Alten Hse, Charteris Cl, Hants, GU11 4DX",Rent Review,2025-08-19,2025-11-19,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127328001,a1G4J0000025xKdUAI,"11 Market Garden, Aldershot, GU11 4BP",Rent Review,2025-08-20,2025-12-20,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127397001,a1G4J0000025xG5UAI,"3 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2025-08-20,2025-12-20,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
127456001,a1G4J0000025x89UAA,"15 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2025-08-20,2025-11-20,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127445001,a1G4J0000025xHWUAY,"17 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2025-08-21,2025-11-21,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127452001,a1G4J0000025xTMUAY,"4 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2025-08-22,2025-11-22,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
105659001,a1G4J0000025uXiUAI,"West End Farm, Martock, Somerset",Rent Review,2025-08-23,2025-11-23,Pending,RTX,Assd.Per,Det House,Tenanted,Include,No,
127535025,a1G4J0000025xbYUAQ,506 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-08-23,2025-11-23,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127659001,a1G8d0000004KnGEAU,"7 Albuhera Road, Wellesley, Hants, GU11 4DD",Rent Review,2025-08-23,2025-11-23,Pending,DGX,Sh Owner,S/DBungalow,Tenanted,Include,No,
127535021,a1G4J0000025xbnUAA,406 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-08-24,2025-11-24,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
109006001,a1G4J0000025utgUAA,"Azalea Cottage, Lesbury, NE66",Rent Review,2025-08-25,2025-11-25,Pending,PJN,Assd.Per,S/DBungalow,Tenanted,Include,No,
127103001,a1G4J0000025wdQUAQ,"5 Sunset Lane, Waterlooville, Hampshire, PO7",Rent Review,2025-08-25,2025-11-25,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127464008,a1G4J0000025xM7UAI,"72 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2025-08-25,2025-11-25,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483073,a1G4J0000025xYeUAI,"73 Poppy Apartments, E16 2YH",Rent Review,2025-08-25,2025-11-25,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127541001,a1G4J0000025xcWUAQ,154 Stone Bridge Rd London N15 5PA,Rent Review,2025-08-25,2025-11-25,Pending,AL4,DMR ,Mid Terrace,Tenanted,Include,No,
127725001,a1G8d0000005i2YEAQ,"5 Graham Close, Wellesley, Hants, GU11 4DJ",Rent Review,2025-08-25,2025-11-25,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127747001,a1G8d0000007fykEAA,"39 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2025-08-25,2025-11-25,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127748001,a1G8d0000007fyuEAA,"37 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2025-08-25,2025-11-25,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127749001,a1G8d0000007fyaEAA,"35 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2025-08-25,2025-11-25,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127751001,a1G8d0000007fyQEAQ,"31 Purkis Road, Waterlooville, PO7 3DW",Rent Review,2025-08-25,2025-11-25,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127099004,a1G4J0000025xCdUAI,"4, Brooke Court, Newlands Ave, Waterlooville",Rent Review,2025-08-26,2025-11-26,Pending,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127099005,a1G4J0000025x0oUAA,"5, Brooke Court, Newlands Ave, Waterlooville",Rent Review,2025-08-26,2025-11-26,Pending,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127535016,a1G4J0000025xWVUAY,306 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-08-26,2025-11-26,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127566001,a1G4J0000025xNhUAI,"18 Barrosa Road, Wellesley, Aldershot, Hants",Rent Review,2025-08-26,2025-11-26,Pending,HP3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127569001,a1G4J0000025x77UAA,"24 Barrosa Road, Wellesley, Aldershot, Hants",Rent Review,2025-08-26,2025-11-26,Pending,HP3,Aff Rent,End Terrace,Tenanted,Include,No,
127586007,a1G4J0000025w8lUAA,"1 Inglis Hse, Charteris Cl, Hants, GU11 4DY",Rent Review,2025-08-26,2025-11-26,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127591001,a1G4J0000025xO3UAI,"16 Dempsey Road, Wellesley, Aldershot GU11 4D",Rent Review,2025-08-26,2025-11-26,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127388001,a1G4J0000025wezUAA,"1, Tanner Street, Aldershot, GU11 4BQ",Rent Review,2025-08-27,2025-11-27,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127535006,a1G4J0000025x3yUAA,107 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-08-27,2025-12-27,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127562001,a1G4J0000025xSUUAY,"1 Hollis Close,  Wellesley, Aldershot, Hants",Rent Review,2025-08-27,2025-11-27,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127791001,a1GNz000000SP9yMAG,"10 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2025-08-27,2025-11-27,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127483065,a1G4J0000025xLDUAY,"65 Poppy Apartments, E16 2YH",Rent Review,2025-08-28,2025-11-28,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127483074,a1G4J0000025xXNUAY,"74 Poppy Apartments, E16 2YH",Rent Review,2025-08-28,2025-11-28,Pending,AG3,DMR ,Flat PB,Tenanted,Include,No,
127869001,a1GNz000004TMR3MAO,"2 Hadfield Place, GU11 4FX",Rent Review,2025-08-28,2025-11-28,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
109048001,a1G4J0000025uiIUAQ,"3 Dukes Cottages, Horsley, NE15",Rent Review,2025-08-29,2025-12-29,Pending,PJN,Assd.Per,S/D House,Tenanted,Include,No,
127431001,a1G4J0000025xVpUAI,"7 Robins Road, Waterlooville, PO7 3DE",Rent Review,2025-08-29,2025-11-29,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127433001,a1G4J0000025xQdUAI,"3 Robins Road, Waterlooville, PO7 3DE",Rent Review,2025-08-29,2025-11-29,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127875001,a1GNz000005JzOHMA0,"15 Stanhope Mews, GU11 4FG",Rent Review,2025-08-29,2025-11-29,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
112556001,a1G4J0000025u0fUAA,"64, Montpelier Gardens, East Ham, London",Rent Review,2025-08-30,2025-12-30,Pending,SR1,Assd.Per,Mid Terrace,Tenanted,Include,No,
127131015,a1G4J0000025wUPUAY,"15 Josephson House, Acland Street Wellesley",Rent Review,2025-08-30,2025-11-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127131015,a1G4J0000025wUPUAY,"15 Josephson House, Acland Street Wellesley",Rent Review,2025-08-30,2025-11-30,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127483036,a1G4J0000025xXlUAI,"36 Poppy Apartments, E16 2YH",Rent Review,2025-08-30,2025-11-30,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127483067,a1G4J0000025xY5UAI,"67 Poppy Apartments, E16 2YH",Rent Review,2025-08-30,2025-11-30,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127535012,a1G4J0000025x3zUAA,207 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-08-30,2025-11-30,Pending,SO3,DMR ,Flat PB,Tenanted,Include,No,
127483049,a1G4J0000025xKGUAY,"49 Poppy Apartments, E16 2YH",Rent Review,2025-09-01,2025-12-01,Pending,AG3,DMR ,Flat PB,Tenanted,Include,No,
127792001,a1GNz0000002jDyMAI,"8 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2025-09-01,2025-12-01,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127535008,a1G4J0000025xVlUAI,203 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-09-02,2025-12-02,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127571001,a1G4J0000025wqZUAQ,"17 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2025-09-02,2025-12-03,Pending,HP3,Aff Rent,S/D House,Tenanted,Include,No,
127800006,a1GNz0000002jdlMAA,"14 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2025-09-02,2025-12-02,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127870001,a1GNz000004TGDcMAO,"1 Hadfield Place, GU11 4FX",Rent Review,2025-09-02,2025-12-02,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127543001,a1G4J0000025xFVUAY,158 Stone Bridge Rd London N15 5PA,Rent Review,2025-09-03,2025-12-03,Pending,AL4,DMR ,Mid Terrace,Tenanted,Include,No,
127783001,a1GNz0000001U0rMAE,"38 Stanhope Mews, GU11 4FG",Rent Review,2025-09-05,2025-12-05,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
122168003,a1G4J0000025wqwUAA,"3 Little Plant House, Woods Sq, Waterlooville",Rent Review,2025-09-06,2025-12-06,Pending,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127226001,a1G4J0000025xHFUAY,"9 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2025-09-06,2025-12-06,Pending,GW2,Aff Rent,End Terrace,Tenanted,Include,No,
127535005,a1G4J0000025xbsUAA,106 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-09-06,2025-12-06,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127483055,a1G4J0000025xYZUAY,"55 Poppy Apartments, E16 2YH",Rent Review,2025-09-07,2025-12-07,Pending,SO3,DMR ,Flat PB,Tenanted,Include,No,
127200001,a1G4J0000025x6lUAA,"20 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2025-09-08,2025-12-08,Pending,SO3,Gr Lets,S/D House,Tenanted,Include,No,
127876001,a1GNz000005JzPtMAK,"13 Stanhope Mews, GU11 4FG",Rent Review,2025-09-09,2025-12-09,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127330001,a1G4J0000025xPmUAI,"7 Market Garden, Aldershot, GU11 4BP",Rent Review,2025-09-10,2026-01-10,Pending,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127442001,a1G4J0000025x3BUAQ,"34 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2025-09-10,2026-01-10,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127654001,a1G8d0000004KnBEAU,"82 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2025-09-10,2025-12-10,Pending,GW2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127456003,a1G4J0000025xSdUAI,"19 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2025-09-11,2025-12-11,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127285001,a1G4J0000025xNHUAY,"20 Tanner Street, Aldershot, GU11 4BQ",Rent Review,2025-09-12,2025-12-12,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864005,a1GNz000003NbA1MAK,"5 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2025-09-12,2025-12-12,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864006,a1GNz000003NbBdMAK,"6 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2025-09-12,2025-12-12,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127483022,a1G4J0000025xInUAI,"22 Poppy Apartments, E16 2YH",Rent Review,2025-09-13,2025-11-13,Pending,JB0,Aff Rent,Flat PB,Tenanted,Include,No,
127657001,a1G8d0000004Kn6EAE,"3 Albuhera Road, Wellesley, Hants, GU11 4DD",Rent Review,2025-09-13,2026-01-13,Pending,DGX,Sh Owner,S/DBungalow,Tenanted,Include,No,
127864001,a1GNz000003NUYMMA4,"1 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2025-09-13,2025-12-13,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864003,a1GNz000003Nb8PMAS,"3 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2025-09-13,2025-12-13,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864004,a1GNz000003NQszMAG,"4 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2025-09-13,2025-12-13,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127879001,a1GNz000005JzRVMA0,"1 Macadam Way, GU11 4FT",Rent Review,2025-09-13,2025-12-13,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127535002,a1G4J0000025xMXUAY,103 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2025-09-15,2025-12-15,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127613001,a1G4J0000025xZKUAY,"5 Hollis Close, Wellesley, Aldershot GU11 4BY",Rent Review,2025-09-15,2026-01-15,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127662002,a1G8d0000004VCmEAM,"2 Collings House, Barfoot Close, PO7 3DT",Rent Review,2025-09-15,2025-12-15,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127662004,a1G8d0000004VCwEAM,"4 Collings House, Barfoot Close, PO7 3DT",Rent Review,2025-09-15,2025-12-15,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127662005,a1G8d0000004VD1EAM,"5 Collings House, Barfoot Close, PO7 3DT",Rent Review,2025-09-15,2025-12-15,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127662007,a1G8d0000004VDBEA2,"7 Collings House, Barfoot Close,  PO7 3DT",Rent Review,2025-09-15,2025-12-15,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127805001,a1GNz000000hvFxMAI,"23 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2025-09-15,2025-12-15,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127806001,a1GNz000000i5IXMAY,"22 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2025-09-15,2025-12-15,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127807001,a1GNz000000i5GvMAI,"21 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2025-09-15,2025-12-15,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127812001,a1GNz000000i5K9MAI,"26 Murphy Ave, Aldershot, Hampshire, GU11 4FR",Rent Review,2025-09-15,2025-12-15,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127813001,a1GNz000000hvUTMAY,"25 Murphy Ave, Aldershot, Hampshire, GU11 4FR",Rent Review,2025-09-15,2025-12-15,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
122045006,a1G4J0000025vyxUAA,"6, Great Plant House, Woods Sq, Waterlooville",Rent Review,2025-09-16,2026-01-16,Pending,AG3,Gr Lets,Flat PB,Tenanted,Include,No,
127429001,a1G4J0000025xVkUAI,"41 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2025-09-16,2026-01-16,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127456004,a1G4J0000025wmgUAA,"21 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2025-09-16,2026-01-16,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127464007,a1G4J0000025x5vUAA,"74 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2025-09-16,2026-01-16,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127726001,a1G8d0000005i2OEAQ,"6 Graham Close, Wellesley, Hants, GU11 4DJ",Rent Review,2025-09-16,2026-01-16,Pending,AG3,Sh Owner,Mid Terrace,Tenanted,Include,No,
127864009,a1GNz000003NbGTMA0,"9 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2025-09-16,2025-12-16,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127877001,a1GNz000005JzePMAS,"11 Stanhope Mews, GU11 4FG",Rent Review,2025-09-16,2025-12-16,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127395001,a1G4J0000025xF9UAI,"38 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2025-09-17,2026-01-17,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127408004,a1G4J0000025wp4UAA,"4 Ensor Hse, 17 Corunna Ave, Wellesley, Hants",Rent Review,2025-09-17,2026-01-17,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127843008,a1GNz000002WQO1MAO,"8 Molay Court, 1 Sainty Close, GU11 4FZ",Rent Review,2025-09-17,2025-12-17,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127042001,a1G4J0000025xBBUAY,"41, Grainger Street, Waterlooville. PO7  3AS",Rent Review,2025-09-18,2026-01-18,Pending,MM2,Gr Lets,S/D House,Tenanted,Include,No,
127107004,a1G4J0000025x3UUAQ,"4 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2025-09-18,2026-01-18,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127108001,a1G4J0000025xCTUAY,"8 Newlands Ave, Waterlooville, Hampshire, PO7",Rent Review,2025-09-18,2026-01-18,Pending,MM2,Gr Lets,End Terrace,Tenanted,Include,No,
